bookID,title,authors,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,eng,533,397,47,10-12-04,Vintage
41513,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,eng,551,20,1,05-01-89,Thorndike Press
9712,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,eng,348,324487,13070,10-05-03,Vintage International
23878,Chronicle of a Death Foretold,Gabriel García Márquez/Gregory Rabassa,eng,120,69912,2789,10-07-03,Vintage
28086,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng,422,640,65,06-11-72,Penguin Books Ltd
5217,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng,417,90,5,02-01-06,Turtleback Books
4394,Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,eng,288,838,51,01-08-08,Harper Perennial Modern Classics
31474,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,en-US,328,1250,144,11-01-06,Prometheus Books
24337,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,eng,232,364091,8754,09-01-98,Scholastic Books
9140,Technical Manual and Dictionary of Classical Ballet,Gail Grant,eng,176,393,27,06-01-82,Dover Publications
37807,Caesar's Commentaries: On the Gallic War & On the Civil War,Gaius Julius Caesar/James H. Ford/W.A. McDevitte,eng,340,424,31,10-01-05,El Paso Norte Press
15877,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,en-US,412,2774,37,01-01-03,Wizarding World Press
20381,Shadow Twin,Gardner Dozois/George R.R. Martin/Daniel Abraham,eng,114,65,7,06-01-05,Subterranean Press
43949,Left Foot Forward: A Year in the Life of a Journeyman Footballer,Garry Nelson,eng,375,92,4,05-01-96,Headline Book Publishing
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,en-US,317,120,15,06-12-93,Simon & Schuster
20810,Venice: Lion City: The Religion of Empire,Garry Wills,eng,416,124,20,09-03-02,Washington Square Press
26673,The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,eng,144,289,11,04-01-04,Marvel Comics Group
17206,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,eng,320,19436,267,03-01-07,Scholastic
19144,Prodigal Blues,Gary A. Braunbeck/Deena Warner,eng,304,221,28,05-01-06,Cemetery Dance Publications
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,eng,0,22,4,01-01-05,Moody Publishers
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,eng,72,10,2,12-12-03,Cliffs Notes
42057,The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,eng,224,5582,451,07-01-00,Puffin Books
17328,Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Gary Oates/Robert Paul Lamb/Randy Clark,eng,148,126,7,01-01-04,Open Heaven Publications
2928,Brian's Winter,Gary Paulsen,en-US,133,76,12,01-01-96,Delacorte Books for Young Readers
50,Hatchet (Brian's Saga  #1),Gary Paulsen,eng,208,270244,12017,04-01-00,Atheneum Books for Young Readers: Richard Jackson Books
2917,How Angel Peterson Got His Name,Gary Paulsen,eng,111,1177,218,08-10-04,Yearling
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,en-US,560,557,46,09-09-03,Yearling
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,eng,80,114,17,01-01-95,Yearling
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,eng,192,26153,102,06-12-02,Houghton Mifflin Harcourt
20258,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,eng,246,42,5,07-01-04,Big Finish
1255,Leadership in Organizations,Gary Yukl,en-GB,542,55,4,07-07-05,Prentice Hall
37848,Dissecting Marilyn Manson,Gavin Baddeley,eng,192,526,9,10-01-07,Plexus Publishing
37063,The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley/Dani Filth,eng,544,114,6,02-05-10,Fab Press
4813,1421: The Year China Discovered America,Gavin Menzies,eng,650,11751,893,01-01-04,Harper Perennial (NYC)
39034,Dancing on My Grave,Gelsey Kirkland/Greg Lawrence,eng,363,1593,133,11-01-87,Jove
10126,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,eng,261,3668,419,03-07-06,St. Martin's Griffin
39173,Breaking Free from Compulsive Eating,Geneen Roth,eng,224,182,12,09-01-93,Plume
4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,eng,224,749,46,09-01-93,Plume
39175,When Food Is Love: Exploring the Relationship Between Eating and Intimacy,Geneen Roth,eng,224,1536,134,07-01-92,Plume Books
10770,Merde Encore!: More of the Real French You Were Never Taught at School,Geneviève/Michael    Heath,eng,104,46,1,12-09-98,Gallery Books
10767,Merde!: The Real French You Were Never Taught at School,Geneviève/Michael    Heath,eng,112,155,13,12-09-98,Gallery Books
35543,Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello,eng,400,4381,255,03-01-07,Avery Publishing Group
37603,Forget Me Not: Photography and Remembrance,Geoffrey Batchen,eng,128,56,8,08-03-06,Princeton Architectural Press
2698,The Canterbury Tales,Geoffrey Chaucer/David  Wright,eng,465,257,22,07-09-98,Oxford University Press
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,enm,1254,792,59,04-07-05,Penguin Classics
2711,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,enm,1327,7760,152,12-12-87,Houghton Mifflin
32816,The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,enm,600,1149,41,08-01-05,W. W. Norton & Company
15124,Holy Madness: The Shock Tactics Radical Teachings Crazy Wise Adepts Holy Fools Rascal Gurus,Georg Feuerstein/Roger Walsh,eng,320,16,2,10-01-92,Penguin Books
26410,Wissenschaft der Logik: Die Lehre Vom Begriff (1816),Georg Wilhelm Friedrich Hegel,ger,337,0,0,01-01-94,F. Meiner
26407,The Philosophy of Hegel,Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich,eng,552,15,4,02-01-65,McGraw-Hill
31876,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,en-GB,487,54,5,06-01-95,University of Nebraska Press
29092,The Philosophy of History,Georg Wilhelm Friedrich Hegel/J. Sibree,en-US,457,31,9,06-01-56,Dover Publications
25241,The Philosophy of History,Georg Wilhelm Friedrich Hegel/J. Sibree/C.J. Friedrich/Charles Hegel,eng,480,2762,71,09-10-04,Dover Publications
25245,Introduction to the Philosophy of History with Selections from The Philosophy of Right,Georg Wilhelm Friedrich Hegel/Leo Rauch,eng,106,1088,52,06-01-88,Hackett Publishing Company  Inc.
10594,Stephen King: America's Best-Loved Boogeyman,George Beahm,en-US,304,50,2,05-01-98,Andrews McMeel Publishing
43828,The Unauthorized Anne Rice Companion,George Beahm,eng,246,97,0,05-01-96,Andrews and McMeel
7708,Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,eng,479,11,5,11-12-79,Modern Library/Random House (NY)
7707,Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,eng,240,14962,61,03-07-06,Signet
12275,The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw/Susan Moller Okin,eng,565,100,8,01-01-84,Transaction Publishers
29359,Charlie Wilson's War: The Extraordinary Story of the Largest Covert Operation in History,George Crile/Christopher Lane,en-US,10,24,7,10-01-05,Blackstone Audiobooks
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,eng,48,26,5,04-09-02,Random House Books for Young Readers
31472,Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,eng,578,47,10,09-01-77,W. W. Norton & Company
19090,Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,eng,848,503,121,04-01-03,Barnes  Noble Classics
17265,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,eng,224,958,28,07-01-85,Dover Publications
18449,The Best of the Journal of Irreproducible Results,George H. Scherr/Richard Liebmann-Smith,en-US,195,40,4,01-10-89,Workman Publishing Company
30913,Time to Learn: How to Create High Schools That Serve All Students,George H. Wood/Theodore R. Sizer,en-US,216,8,2,08-01-05,Heinemann Educational Books
19134,Moral Politics: How Liberals and Conservatives Think,George Lakoff,eng,471,1260,130,05-01-02,University Of Chicago Press
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,eng,640,1145,56,10-08-99,Basic Books
3531,The Tutor's First Love,George MacDonald/Michael R. Phillips,eng,238,364,21,07-01-00,Bethany House Publishers
5478,Nineteen Eighty-Four,George Orwell,eng,387,215,17,07-01-05,NA
30557,Shooting an Elephant,George Orwell,eng,368,7029,255,06-05-03,Penguin
9644,Why I Write,George Orwell,eng,120,6389,541,09-06-05,Penguin Books
7613,Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,eng,122,2111750,29677,05-06-03,NAL
5472,Animal Farm / 1984,George Orwell/Christopher Hitchens,eng,400,146659,1625,06-01-03,Houghton Mifflin Harcourt
43394,Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,George Orwell/Christopher Hitchens,eng,416,211,16,05-03-01,Penguin Classics
9652,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,eng,480,274,22,03-08-61,Mariner Books
5471,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,eng,339,9910,748,05-06-03,Plume
1620,The Night Gardener,George Pelecanos,eng,372,4067,357,08-08-06,Little Brown and Company
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,eng,498,908,56,11-10-98,Anchor
13500,Fevre Dream,George R.R. Martin,eng,350,127,25,01-01-82,Poseidon Press
13505,Tuf Voyaging,George R.R. Martin,en-US,448,62,7,11-10-04,Meisha Merlin Publishing
37900,Turn of the Cards (Wild Cards  #12),George R.R. Martin/Victor Milán,eng,432,567,18,01-01-93,Spectra
1052,The Richest Man in Babylon,George S. Clason,eng,194,76451,3400,02-01-08,Berkley Books
28747,CivilWarLand in Bad Decline,George Saunders,eng,179,12813,986,02-06-97,Vintage
14295,Pastoralia,George Saunders,eng,188,13431,931,09-08-01,Bloomsbury Publishing
28749,The Brief and Frightening Reign of Phil,George Saunders,eng,130,5157,553,09-06-05,Riverhead Books
24384,The Cricket in Times Square,George Selden/Garth Williams,eng,134,55747,1374,05-11-99,Yearling
180,Wrinkles in Time,George Smoot/Keay Davidson,eng,360,1035,23,10-01-94,Harper Perennial
18172,Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,eng,192,84,9,10-01-04,Harvard Business Review Press
37869,Built To Last: Building America's Amazing Bridges  Dams  Tunnels  and Skyscrapers (Built to Last),George Sullivan,eng,128,24,6,10-01-05,Scholastic Nonfiction
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,eng,30,835,113,08-01-89,Applewood Books
37530,Erotism: Death and Sensuality,Georges Bataille/Mary Dalwood,eng,288,1818,55,01-01-01,City Lights Publishers
28296,W  or the Memory of Childhood,Georges Perec/David Bellos,eng,176,1472,76,07-01-10,David R. Godine Publisher
28294,A Void,Georges Perec/Gilbert Adair,eng,284,1736,155,11-01-05,Verba Mundi
28297,Species of Spaces and Other Pieces,Georges Perec/John Sturrock,eng,292,1370,60,08-01-98,Penguin Classics
44157,Maigret à New York (Maigret  #27),Georges Simenon,fre,189,315,15,12-04-02,Presses de La Cite
44151,The Madman of Bergerac,Georges Simenon,eng,160,7,1,12-04-03,Penguin Books Ltd
44158,The Engagement,Georges Simenon/Anna Moschovakis/John N. Gray,en-US,135,494,67,03-06-07,New York Review of Books
44147,The Man Who Watched Trains Go By,Georges Simenon/Marc Romano/D. Thin/Luc Sante,eng,203,1392,86,11-07-05,New York Review of Books
32104,False Colours,Georgette Heyer,eng,303,4457,330,06-02-05,Arrow
32103,Lady of Quality,Georgette Heyer,eng,267,5927,458,06-02-05,Arrow
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,eng,352,96,17,09-07-06,Arrow
32107,Sprig Muslin,Georgette Heyer,eng,268,5030,406,06-02-05,Arrow
32106,The Convenient Marriage,Georgette Heyer,eng,272,9272,861,01-06-05,Arrow
32110,The Nonesuch,Georgette Heyer,eng,304,7204,460,01-06-05,Arrow
32108,The Talisman Ring,Georgette Heyer,eng,268,5550,478,01-06-05,Arrow
37902,Turn of the Cards,Georgina Grey,eng,0,3,1,05-12-79,Fawcett Coventry
38107,Case Closed: Lee Harvey Oswald and the Assassination of JFK,Gerald Posner,eng,640,1194,107,09-09-03,Anchor Books
34264,Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,eng,307,5421,360,10-05-06,Margaret K. McElderry Books
2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,eng,102,6,0,04-03-97,Oxford University Press  USA
37539,Egyptian Myth: A Very Short Introduction,Geraldine Pinch,eng,143,189,18,07-08-04,Oxford University Press  USA
9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,eng,128,312,9,01-01-03,Albert Whitman  Company
17511,The Mystery of the Missing Cat,Gertrude Chandler Warner/Charles Tang,eng,119,5,0,01-01-94,Turtleback Books
9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,eng,165,7,1,11-01-89,Cistercian Publications
1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,eng,240,8822,55,04-03-07,Clarkson Potter
1191,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,eng,256,14103,74,04-04-06,Clarkson Potter
10340,Giraffes Can't Dance,Giles Andreae/Guy Parker-Rees/Hugh Laurie,eng,32,15,3,06-01-06,Orchard Books
28404,Proust And Signs: The Complete Text,Gilles Deleuze/Richard Howard,eng,208,20,1,10-06-03,Univ Of Minnesota Press
5653,The Elephant War,Gillian Avery,eng,256,19,3,10-01-00,Jane Nissen Books
21199,Every Night Italian: Every Night Italian,Giuliano Hazan/Marcella Hazan/Dana Gallagher,eng,256,70,2,01-12-00,Scribner
38717,The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galaxy,Glenn Yeffeth/Don DeBrandt/Cory Doctorow/Bruce Bethke/Adam Roberts/Lawrence Watt-Evans/Selina Rosen/Mark W. Tiedemann/Jacqueline Carey/Susan Sizemore/Vox Day/Stephen Baxter/A.M. Dellamonica/Marguerite Krause/John Shirley/Adam-Troy Castro/Amy Berner/Maria  Alexander/Marie-Catherine Caillava/Mike Byrne,eng,240,129,10,03-11-05,Smart Pop
20327,West To Eden,Gloria Goldreich,eng,501,2,0,12-01-88,Avon Books
32833,The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,eng,85,3,1,11-01-06,Helen Marx Books
37630,The Good Housekeeping Illustrated Cookbook,Good Housekeeping/Zoe Coulson,eng,512,1160,35,10-01-80,Hearst Communications
24052,Chasing The Falconers (On The Run  #1),Gordon Korman,eng,154,4598,371,04-01-05,Scholastic  Inc.
37909,Go Jump in the Pool! (Macdonald Hall  #2),Gordon Korman,eng,192,1419,38,01-01-91,Scholastic
22238,Hollywood Hustle (Son of the Mob  #2),Gordon Korman,eng,268,1615,145,04-01-06,Hyperion Paperbacks
3119,Hunting the Hunter (On the Run  #6),Gordon Korman,eng,151,1928,85,02-01-06,Scholastic
24054,Losing Joe's Place,Gordon Korman,eng,233,797,46,10-01-91,Scholastic Paperbacks
24064,No More Dead Dogs,Gordon Korman,eng,180,12,2,09-01-01,Scholastic Inc
3120,Public Enemies (On The Run  #5),Gordon Korman,eng,150,2050,76,12-01-05,Scholastic
24065,Radio Fifth Grade,Gordon Korman,eng,192,522,47,08-01-91,Scholastic Paperbacks
24056,Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,eng,208,919,13,09-01-00,Scholastic Paperbacks
22237,Son of the Mob (Son of the Mob  #1),Gordon Korman,eng,262,5977,620,09-01-04,Little  Brown Books for Young Readers
24048,The Abduction (Kidnapped  #1),Gordon Korman,eng,144,3306,263,05-01-06,Scholastic Books
24066,The Climb (Everest Trilogy),Gordon Korman,eng,151,3,0,07-01-02,Turtleback Books
24073,The Contest (Everest  #1),Gordon Korman,eng,96,3561,230,08-01-02,Scholastic Paperbacks
24060,The Contest (Everest Trilogy),Gordon Korman,eng,137,12,2,08-01-02,Turtleback Books
24037,The Deep (Dive  #2),Gordon Korman,eng,148,1436,55,07-01-03,Scholastic
24062,The Deep (Dive Trilogy),Gordon Korman,eng,148,0,0,07-01-03,Turtleback Books
24040,The Discovery (Dive  #1),Gordon Korman,eng,141,1858,135,06-01-03,Apple Paperbacks (Scholastic)
24050,The Fugitive Factor (On The Run  #2),Gordon Korman,eng,160,2499,151,06-01-05,Scholastic
3117,The Rescue (Kidnapped  #3),Gordon Korman,eng,140,1864,117,09-01-06,Scholastic Books
24047,The Stowaway Solution (On The Run  #4),Gordon Korman,eng,160,2041,82,10-01-05,Scholastic
18564,The Summit (Everest  #3),Gordon Korman,eng,154,2584,106,10-01-02,Scholastic Paperbacks
24058,The Zucchini Warriors (Macdonald Hall  #5),Gordon Korman,eng,208,1160,42,06-01-91,Scholastic
37911,Shipwreck (Island I),Gordon Korman/Holter Graham,eng,0,103,14,02-01-07,Scholastic Audio Books
5585,The Creation of the American Republic  1776-1787,Gordon S. Wood,eng,675,1792,43,04-06-98,Omohundro Institute and University of North Carolina Press
6956,The Radicalism of the American Revolution,Gordon S. Wood,eng,447,4246,195,03-02-93,Vintage
8715,Palimpsest,Gore Vidal,en-US,448,1485,94,09-01-96,Penguin Books
8713,Point to Point Navigation,Gore Vidal,eng,277,621,90,11-07-06,Doubleday Books
14712,Nathan the Wise  Minna von Barnhelm  and Other Plays and Writings,Gotthold Ephraim Lessing,eng,370,88,3,12-01-91,Bloomsbury Academic
38585,Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties,Govind Armstrong/Lisa Romerein/Tyler Florence,eng,256,20,3,04-10-07,Clarkson Potter
24568,The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,eng,352,3172,40,11-12-89,Pantheon
24565,The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,eng,384,1212,18,11-12-89,Pantheon
3701,Collected Short Stories,Graham Greene,eng,368,295,22,04-01-93,Penguin Books
3692,The Heart of the Matter,Graham Greene,eng,272,21842,891,10-07-04,Vintage Classics
3707,The Tenth Man,Graham Greene,eng,160,2910,220,02-01-98,Washington Square Press
3705,The Third Man & The Fallen Idol,Graham Greene,eng,157,1322,109,07-01-92,Penguin Books Ltd
29633,The Quiet American: Text and Criticism,Graham Greene/John Clark Pratt,eng,515,225,17,01-01-96,Penguin Books
29641,The End of the Affair,Graham Greene/Monica Ali,eng,160,38283,3002,10-07-04,Vintage Classics
3688,Complete Short Stories,Graham Greene/Pico Iyer,eng,594,1122,69,02-01-05,Penguin Classics
29639,The Quiet American,Graham Greene/Zadie Smith,eng,198,1344,156,10-07-04,Vintage Books/Vintage Classics
16920,Hidden World,Graham Masterton,eng,182,58,5,03-01-03,Severn House Publishers
16919,Prey,Graham Masterton,eng,352,812,51,11-01-99,Leisure Books
16921,The House That Jack Built,Graham Masterton,eng,385,1596,64,06-01-00,Leisure Books
16918,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,eng,208,86,12,02-01-07,Severn House Publishers
17658,Trauma,Graham Masterton,en-GB,224,344,43,01-01-02,Signet
22356,The Filth,Grant Morrison/Chris Weston/Gary Erskine,en-US,320,3907,266,06-01-04,Vertigo
22406,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,en-US,224,3852,63,02-01-00,DC Comics Vertigo
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,eng,216,51984,1469,01-11-05,DC Comics
22350,Kid Eternity,Grant Morrison/Duncan Fegredo,eng,144,693,44,02-01-06,Vertigo
22364,JLA: Earth 2,Grant Morrison/Frank Quitely,eng,96,5165,143,10-01-00,DC Comics
22362,JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,en-US,93,3714,96,04-01-97,DC Comics
22348,The Mystery Play,Grant Morrison/Jon J. Muth,en-US,80,688,40,08-01-95,Vertigo
22363,Batman: Gothic,Grant Morrison/Klaus Janson,eng,128,4294,123,07-01-98,DC Comics
22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,eng,1096,2952,112,12-06-06,Marvel
22401,The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,en-US,104,3882,74,02-01-98,Vertigo
22409,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,en-US,240,4270,67,03-01-99,Vertigo
22398,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,en-US,232,4084,86,08-01-01,Vertigo
22394,The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,en-US,288,3346,83,12-01-02,DC Comics Vertigo
22360,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,eng,203,1363,52,04-01-07,Vertigo
22354,Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,eng,224,2046,98,01-04-06,DC Comics
22347,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,eng,224,8822,372,06-01-96,DC Comics
29685,The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation,Grant R. Osborne,eng,624,410,37,12-01-06,IVP Academic
12375,Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,eng,416,182,11,11-04-08,Rizzoli
33353,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),eng,276,8606,670,09-05-06,Harmony
43996,Dead Sleep,Greg Iles,eng,452,8124,475,07-02-02,Berkley Books
34844,Mortal Fear (Mississippi #1),Greg Iles,eng,704,566,59,02-01-98,Signet
43993,The Quiet Game (Penn Cage #1),Greg Iles,eng,580,21288,1418,07-01-00,Coronet Books (GB)
43992,True Evil,Greg Iles,eng,512,13021,781,12-12-06,Scribner Book Company
28808,The Waterborn (Children of the Changeling  #1),Greg Keyes/J. Gregory Keyes,en-US,384,76,5,03-02-97,Del Rey Books
21342,Math Fables,Greg Tang/Heather Cahoon,eng,40,0,0,01-01-49,Scholastic Inc.
25811,The Lord of the Rings and Philosophy: One Book to Rule Them All,Gregory Bassham/Eric Bronson,eng,240,4913,40,08-04-03,Open Court
18943,Confessions of an Ugly Stepsister,Gregory Maguire,en-US,372,53782,3344,10-03-00,William Morrow Paperbacks
15858,Mirror Mirror,Gregory Maguire,eng,280,28014,1512,10-01-04,Regan Books
10751,Wicked: Memorias de una bruja mala (Los años malvados  #1),Gregory Maguire/Claudia Conde,spa,508,47,10,05-01-07,Rayo
37356,Seven Spiders Spinning (The Hamlet Chronicles  #1),Gregory Maguire/Dirk Zimmer,eng,144,264,30,08-04-95,HarperCollins
10750,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire/Douglas Smith,en-US,409,2828,459,03-02-04,William Morrow Paperbacks
37349,A Couple of April Fools (The Hamlet Chronicles #6),Gregory Maguire/Elaine Clayton,eng,240,3,0,03-01-05,HarperCollins
24933,Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire/Elaine Clayton,eng,224,111,11,12-04-01,HarperCollins
37363,Das Tulpenhaus oder Bekenntnisse einer häßlichen Stiefschwester,Gregory Maguire/Mechtild Sandberg-Ciletti,ger,377,1,1,12-01-00,Dtv
15600,The Midwife's Tale,Gretchen Moran Laskas,eng,256,705,99,03-02-04,Delta
12370,Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,Gus Russo,en-US,640,89,15,09-05-06,Bloomsbury (NYC)
19081,Madame Bovary,Gustave Flaubert/Donada  Peters,eng,0,3,0,10-01-06,Tantor Media
2183,Sentimental Education,Gustave Flaubert/Robert Baldick/Geoffrey Wall,eng,460,13499,388,02-05-04,Penguin Classics
35792,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay,eng,288,406,24,11-01-93,Wasendorf & Associates Inc
37875,The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything,Guy Kawasaki,eng,240,22375,402,09-09-04,Portfolio
40836,Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,eng,208,16,2,09-01-02,Redleaf Press
40536,The Complete Idiot's Guide to Business Plans,Gwen Moran,eng,314,16,4,10-04-05,Alpha Books
3476,Icy Sparks,Gwyn Hyman Rubio,eng,320,37936,1192,03-08-01,Penguin Books
23814,King Solomon's Mines (Allan Quatermain  #1),H. Rider Haggard,eng,264,34623,1168,12-10-02,Modern Library
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,eng,287,6870,237,04-04-06,Mariner Books
29971,Seven Novels,H.G. Wells,eng,828,4,3,01-01-85,Octopus Books (London)
8919,The Invisible Man,H.G. Wells,eng,208,333,23,09-01-04,Scholastic Paperbacks
17184,The Invisible Man,H.G. Wells,eng,192,109551,3892,09-03-02,Signet Classics
29981,The Island of Doctor Moreau,H.G. Wells,eng,153,71933,2443,05-01-94,Bantam Classics
8909,The War of the Worlds,H.G. Wells/Arthur C. Clarke,eng,192,196425,4549,03-12-02,Modern Library
29967,Floor Games (Sandplay Classics),H.G. Wells/Barbara A. Turner,eng,110,46,3,09-01-04,Temenos Press
2495,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,eng,150,372,36,07-01-04,Simon  Schuster
2504,The Complete Short Stories,H.G. Wells/John R. Hammond,eng,864,875,33,05-01-01,Orion Publishing
2501,The Time Machine,H.G. Wells/Melvin Burgess,eng,123,284,35,03-01-04,Scholastic Paperbacks
36317,The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft/Barbara Hambly,eng,379,9518,93,10-01-96,Del Rey
